Response Timestamp,Participant ID,This is the third survey. What class are you taking this survey for?,,,,,,,,,,,,,,"If you are taking a lab, you may have to fill this out for multiple courses--which may be confusing. To be sure that you selected the course you intended to select above, what is your instructor's last name for the above selected course?","When I struggle with a Chemistry concept, I can usually find a way to understand it.",,,,,I believe I can improve my Chemistry skills with consistent effort.,,,,,Mistakes in Chemistry are an important part of learning.,,,,,I feel comfortable seeking help when I don’t understand a concept.,,,,,I believe intelligence and ability in Chemistry can be developed over time.,,,,,I see challenges in Chemistry as opportunities to grow.,,,,,I can motivate myself to keep studying even when the material is difficult.,,,,,I feel confident tackling new or unfamiliar Chemistry problems.,,,,,"When I don’t do well on an exam, I reflect and adjust my study strategies.",,,,,I feel more confident in Chemistry now that we are at the end of this quarter.,,,,
,,Chemistry 14A,Chemistry 14AE,Chemistry 14B,Chemistry 14BL,Chemistry 14C,Chemistry 14CL,Chemistry 14D,Chemistry 20A,Chemistry 30A,Chemistry 30AL,Chemistry 30B,Chemistry 30BL,Chemistry 30C,Chemistry 30CL,,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree
2025-12-02 00:06:11 -0800,8609731175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2025-12-02 00:13:51 -0800,8609619791,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2025-12-02 01:01:56 -0800,12008445193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2025-12-02 01:12:28 -0800,5204276504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NGO, CHAU",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2025-12-02 01:20:20 -0800,6903686978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2025-12-02 02:17:04 -0800,13709703584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2025-12-02 02:25:14 -0800,6910481810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dr. Hung V. Pham,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-12-02 06:40:32 -0800,13709913245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 08:09:06 -0800,6908785992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2025-12-02 08:09:58 -0800,3504432241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2025-12-02 08:43:04 -0800,3508441708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 09:04:20 -0800,6908287824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 09:18:19 -0800,15409104912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2025-12-02 09:22:04 -0800,13706083298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 09:25:18 -0800,3509829282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2025-12-02 09:29:32 -0800,10308100994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 09:46:36 -0800,12008391983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 09:56:57 -0800,6906424403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2025-12-02 10:05:04 -0800,13708650349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 10:07:51 -0800,13709930075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 10:08:34 -0800,13709930075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 10:21:20 -0800,13708199220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Hung V Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 10:30:54 -0800,10310323115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 10:46:58 -0800,10308449851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:10:13 -0800,15408290731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dr. Pham Hung,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:13:06 -0800,10303901569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2025-12-02 11:14:08 -0800,12009488415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 11:14:40 -0800,15408165067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2025-12-02 11:14:55 -0800,10303901569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 11:15:24 -0800,12000282575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 11:15:34 -0800,8604043910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:16:01 -0800,13704765492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2025-12-02 11:16:16 -0800,12005649730,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chau Ngo,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 11:16:42 -0800,6905805467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-12-02 11:17:14 -0800,106606762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:17:20 -0800,1808123689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2025-12-02 11:17:48 -0800,13704765492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2025-12-02 11:19:02 -0800,1804703204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:20:01 -0800,15404013922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2025-12-02 11:22:30 -0800,3510615821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2025-12-02 11:23:07 -0800,15404013922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:26:07 -0800,108835224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 11:30:52 -0800,12006302088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NGO, Chau",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 11:31:33 -0800,12008124454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:39:31 -0800,15409408583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 11:46:26 -0800,13714071615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Huang,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 11:54:33 -0800,12004843573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 11:55:48 -0800,12004843573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2025-12-02 12:27:09 -0800,13704853178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chau,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2025-12-02 12:30:34 -0800,5206094467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 12:34:04 -0800,1808293434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2025-12-02 12:39:32 -0800,6904847993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 12:43:30 -0800,3502105213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 12:44:48 -0800,3500840328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chau,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2025-12-02 12:51:44 -0800,3505214275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 13:03:52 -0800,6913265084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 13:10:20 -0800,104518091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 13:12:08 -0800,5214050994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2025-12-02 13:18:13 -0800,15408805814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 13:33:19 -0800,105310937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-12-02 13:35:00 -0800,5203652128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 13:36:53 -0800,109565969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2025-12-02 13:43:09 -0800,1809009049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 13:50:52 -0800,1808774160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2025-12-02 13:52:41 -0800,15409662852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2025-12-02 13:53:05 -0800,109562280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 13:56:11 -0800,109562280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 13:56:51 -0800,109562280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2025-12-02 14:09:01 -0800,12005863233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 14:11:59 -0800,5206484447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 14:12:03 -0800,15400587028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2025-12-02 14:18:41 -0800,6907740526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chau Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 14:36:45 -0800,8604543064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 14:44:09 -0800,5206220794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-12-02 14:55:15 -0800,6909730461,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2025-12-02 14:59:53 -0800,12009118478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2025-12-02 15:21:21 -0800,1804930171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 15:31:04 -0800,15404866387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-12-02 15:36:22 -0800,6909060474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2025-12-02 15:36:48 -0800,6909060474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2025-12-02 15:42:57 -0800,108628062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2025-12-02 15:45:11 -0800,13710230040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2025-12-02 15:45:20 -0800,3509233670,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2025-12-02 15:53:17 -0800,13709250857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
