Response Timestamp,Participant ID,What class are you completing this survey for?,,,,,,,,,,,,,"If you are taking a lab, you may have to fill this out for multiple courses--which may be confusing. To be sure that you selected the course you intended to select above, what is your instructor's last name for the above selected course?",I understand the study strategies needed to perform well in college-level science classes.,,,,,I can explain Chemistry concepts in my own words.,,,,,I am comfortable asking questions in lecture or discussion sections.,,,,,I know where to find academic help if I need it,,,,,I believe my current study habits will help me perform well in this class.,,,,,I am confident in applying mathematical skills to Chemistry problems.,,,,,I can manage my time effectively when studying for Chemistry exams.,,,,,I was prepared to handle the workload and expectations of this course.,,,,,I expect to earn at least a C in this class (C or better).,,,,,Did you attend the Chemistry peer learning in room MS3974 ?,,In reference to the above question regarding attending Chemistry peer learning: Why or why not?
,,Chemistry 14A,Chemistry 14AE,Chemistry 14B,Chemistry 14BL,Chemistry 14C,Chemistry 14CL,Chemistry 14D,Chemistry 20A,Chemistry 30A,Chemistry 30AL,Chemistry 30B,Chemistry 30BL,Chemistry 30CL,,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Yes,No,
2025-12-02 13:31:35 -0800,105310937,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Peer learning did not fit into my schedule
2025-12-02 13:33:06 -0800,109565969,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,"Do not know what it is, nor did I know it existed."
2025-12-02 13:33:19 -0800,5203652128,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"I was unaware of it, but also uninterested."
2025-12-02 13:41:57 -0800,1809009049,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Did not know that existed
2025-12-02 13:48:47 -0800,1808774160,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,time didn't work with my schedule
2025-12-02 13:51:26 -0800,15409662852,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,i did not know what that was
2025-12-02 14:07:27 -0800,12005863233,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know it existed
2025-12-02 14:09:16 -0800,15400587028,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,I forgot about it
2025-12-02 14:10:31 -0800,5206484447,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didnt have time
2025-12-02 14:12:42 -0800,12009318738,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I didn’t know there was one.
2025-12-02 14:18:00 -0800,6907740526,0,0,0,1,0,0,0,0,0,0,0,0,0,Chau Ngo,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I had a time conflict
2025-12-02 14:26:24 -0800,12004750515,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I did not know it existed.
2025-12-02 14:35:15 -0800,8604543064,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,To better my understanding on the topics thought in the course
2025-12-02 14:42:43 -0800,5206220794,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,I attended the peer learning room because even if I am confident in the class I always find it helpful to get extra support and more practice so that I can do better on the homework/tests.
2025-12-02 14:53:46 -0800,6909730461,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didn't know that was an option
2025-12-02 14:56:37 -0800,12009118478,0,0,0,0,0,0,0,0,1,0,0,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"I forgot to put the dates on my calendar, and my schedule got very hectic so I missed it."
2025-12-02 14:58:12 -0800,12009118478,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"I didn't put the date into my calendar and due to my schedule, I forgot about it and missed it."
2025-12-02 15:19:19 -0800,1804930171,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I attended different learning resources
2025-12-02 15:28:58 -0800,15404866387,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Didn't know it existed
2025-12-02 15:29:17 -0800,15404866387,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Didn't know it existed
2025-12-02 15:37:50 -0800,6909060474,0,0,0,0,0,0,0,0,0,0,1,0,0,na,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,na
2025-12-02 15:39:44 -0800,108628062,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"I did not know about it, but even if I had, I don't think I would have attended since I don't need the extra help."
2025-12-02 15:43:37 -0800,13710230040,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I did not wish to attend.
2025-12-02 15:43:42 -0800,3509233670,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I did not know about it
2025-12-02 15:44:17 -0800,108628062,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know about it.
2025-12-02 15:49:24 -0800,13709250857,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Attended TA office hours as the maine ay to seek help.
2025-12-02 15:53:09 -0800,5207886233,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know about it
2025-12-02 15:55:51 -0800,12004873459,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"I was not aware of it, only the online Ochem tutoring which I tried."
2025-12-02 15:56:52 -0800,15409556993,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Time interference
2025-12-02 16:19:31 -0800,10314003989,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I don't have the time to.
2025-12-02 16:30:54 -0800,10310574528,0,0,0,1,0,0,0,0,0,0,0,0,0,1g,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know it existed.
2025-12-02 16:32:13 -0800,10310574528,0,0,0,1,0,0,0,0,0,0,0,0,0,1g,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know it existed.
2025-12-02 16:43:14 -0800,15407583004,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"I didn't know there was a peer learning session. But also, I went to professor office hours and TA hours when I had questions on the homework or on exams."
2025-12-02 17:07:15 -0800,5214848957,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"I didn't know about it, but even if I did, I probably wouldn't have attended anyway because I don't have the time."
2025-12-02 17:21:58 -0800,10314819122,0,0,0,0,0,0,0,0,0,0,1,0,0,"PHAM, HUNG",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I did not there was a such thing Chemistry peer learning
2025-12-02 17:22:25 -0800,10308767547,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,didn't know about or need it
2025-12-02 17:26:38 -0800,6904362507,0,0,0,0,0,0,1,0,0,0,0,0,0,Dr. Franklin Ow,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,I did not know about it.
2025-12-02 17:27:55 -0800,6904362507,0,0,0,0,0,0,1,0,0,0,0,0,0,Dr. Franklin Ow,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,I did not know about it
2025-12-02 17:35:40 -0800,110407622,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn’t know it exists.
2025-12-02 17:35:42 -0800,8608200682,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I wasn’t aware.
2025-12-02 17:35:58 -0800,13709683388,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I wanted to but it got full after first enrollment.
2025-12-02 17:39:02 -0800,12014749490,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,I did not know about it.
2025-12-02 17:42:24 -0800,5209765583,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Didn't know about it
2025-12-02 17:45:06 -0800,8606575635,0,0,0,1,0,0,0,0,0,0,0,0,0,Chau,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Did not have time
2025-12-02 17:45:17 -0800,12009850413,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn’t know about it
2025-12-02 17:46:20 -0800,8606575635,0,0,0,1,0,0,0,0,0,0,0,0,0,Hendrix (TA for lab,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Attended labs which were well ran by the TA
2025-12-02 17:46:57 -0800,8605350887,0,0,0,1,0,0,0,0,0,0,0,0,0,ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,To get extra help/make sure i was doing the homework correctly
2025-12-02 17:57:35 -0800,10304646424,0,0,0,1,0,0,0,0,0,0,0,0,0,Chau,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,It did not fit into my schedule.
2025-12-02 18:03:21 -0800,8605657193,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,"It never really crossed my mind, I probably should have"
2025-12-02 18:15:09 -0800,6910166766,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,I don't have time and I am most efficiently studying when I am in my own space
2025-12-02 18:22:15 -0800,15408662997,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,I didn't know it was occuring.
2025-12-02 18:25:27 -0800,6908587704,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,I didn't know about it
2025-12-02 18:26:42 -0800,5210540001,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,I did not know about it.
2025-12-02 18:42:20 -0800,15408474416,0,0,1,0,0,0,0,0,0,0,0,0,0,SCERRI,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,was not aware of it
2025-12-02 19:12:29 -0800,15410202534,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Didn't feel the need to.
2025-12-02 19:21:50 -0800,10310226691,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Didn't know about it
2025-12-02 19:27:57 -0800,1806530313,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,no time
2025-12-02 19:39:59 -0800,3508854434,0,0,0,0,0,0,1,0,0,0,0,0,0,Dr. Ow,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I did not attend because I did not know peer learning was a thing. I only knew of TA office hours for extra help.
2025-12-02 19:55:47 -0800,15405629041,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,i dont have much time to attend
2025-12-02 20:05:01 -0800,15409510991,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I didn't know about it.
2025-12-02 20:11:09 -0800,6908466613,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I felt no need to.
2025-12-02 20:11:42 -0800,15414731674,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Schedule conflict
2025-12-02 20:33:55 -0800,13708841650,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know this was a thing.
2025-12-02 20:39:41 -0800,3510334114,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know about it
2025-12-02 20:53:07 -0800,5210470284,0,0,0,1,0,0,0,0,0,0,0,0,0,NGO,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,No time. Needed to go to work and do other extracurrilars.
2025-12-02 21:00:32 -0800,104728296,0,0,0,0,0,0,0,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I was not aware of them
2025-12-02 21:02:31 -0800,5210212292,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didn't think that I needed it
2025-12-02 21:07:59 -0800,12010542755,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not remember that it was happening.
2025-12-02 21:29:20 -0800,8609516074,0,0,1,0,0,0,0,0,0,0,0,0,0,Scerri,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,I didn't know this was available????
2025-12-02 21:44:29 -0800,5204917166,0,0,0,1,0,0,0,0,0,0,0,0,0,NGO,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I was very preoccupied with many courses this quarter Andy plate was to full
2025-12-02 21:45:04 -0800,109116200,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I didn’t know it existed
2025-12-02 21:45:53 -0800,15408314293,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I was not able to join because of schedule conflicts.
2025-12-02 21:50:53 -0800,104931939,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,I didn’t know it existed.
2025-12-02 21:53:11 -0800,10305661528,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know about this
2025-12-02 21:54:58 -0800,106860572,0,0,0,1,0,0,0,0,0,0,0,0,0,Prof NGO,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Thanks you! It was great
2025-12-02 21:56:59 -0800,8605182910,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,I had not been aware that there had been peer learning Chemistry available for my specific course. I have however attended AAP classes for chemistry.
2025-12-02 21:58:38 -0800,8605182910,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,I was not aware that there was peer learning available for my course in that room. I have however attended PLF lessons through AAP.
2025-12-02 22:04:23 -0800,6910025394,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I have not heard about it until today.
2025-12-02 22:04:28 -0800,106860572,0,0,0,1,0,0,0,0,0,0,0,0,0,Prof NGO,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,I like peer learning
2025-12-02 22:04:56 -0800,6906285751,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Did not have time
2025-12-02 22:22:09 -0800,3514868694,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,I needed extra support as a transfer student that last took organic chemistry more a year ago.
