,why_peer_learning,count,tags
503,It conflicted with a class I had.,1,schedule_conflict
504,I was unaware of peer learning in room MS3974. I do attend the step-up/workshop sessions Dr. Lavelle creates for his students.,1,unaware_of_resource+attended_other_format
505,I didn't know about the option to attend.,1,did_not_knew
506,Because I work better when explaining things with people.,1,attended_this
507,It was hard to find. Only mentioned by professor once,1,location_issues+communication_issues
508,Why spend my time there at a possibly unrelated session instead of study at home on my own?,1,not_helpful+prefer_self_study
509,I did not know about the peer learning,1,did_not_knew
510,I didn’t know this existed,1,did_not_knew
511,Was not aware of a chemistry peer learning group,1,unaware_of_resource
512,I got an email saying I was not eligible to attend peer learning and did not qualify for it.,1,eligibility_confusion
513,Did not feel the need to,1,did_not_need
514,I didn't want to go alone.,1,social_anxiety
515,I did the practice problems but didn't attend in person.,1,other
516,Never found it necessary to attend,1,did_not_need
517,I didnt know that was available,1,did_not_knew
518,"Was not aware of it, and am not sure if I’m eligible to attend",1,unaware_of_resource+eligibility_confusion
519,Time conflict.,1,schedule_conflict
520,I did not know what that was,1,did_not_knew
521,"I did not feel the need for it, but if I was ever struggling, then I would have attended.",1,did_not_need
522,I at no point in the course was struggling.,1,already_understanding
523,I commute so finding sections that were available while I was on campus was difficult.  TA officer hours were more accessible,1,commuter_issues+used_office_hours
524,I didn't even know they were a thing.,1,did_not_knew
525,The sessions were held at times where I had other classes,1,schedule_conflict
526,I did not know it was an available resource,1,did_not_knew
527,I would not attend the chemistry peer learning because i would attend office hours every week with the courses TA’s.,1,used_office_hours+ta_better
528,I did not hear about it.,1,did_not_knew
529,I didn't know that it was happening,1,did_not_knew
530,I attended chemistry peer learning at Campbell Hall to receive additional support on the material covered in the course.,1,attended_other_location
531,I did not attend peer learning in the specific room but did attend other peer learnings at other locations,1,attended_other_location
532,I didn't make time in my schedule to go,1,no_time+schedule_conflict
533,did not feel the need,1,did_not_need
534,I was not aware of the peer learning in room MS3974,1,unaware_of_resource
535,I had no idea that was a thing.,1,did_not_knew
536,I went to office hours instead.,1,used_office_hours
537,I was not aware of the Chemistry peer learning in the MS building.,1,unaware_of_resource
538,Didn't feel like I needed it,1,did_not_need
539,I attended to see if they were helpful.,1,attended_this
540,"attended other sessions, just not ms3974",1,attended_other_location
541,I did not feel the need to.,1,did_not_need
542,"If peer learning is referring to UA sessions, then yes. It was helpful to have extra practice problems, especially before midterms, and also gain insight from students who took the class before.",1,attended_other_format+found_helpful
543,Dr. Lavelle has many UA sessions that I found helpful and didn't think that Chemistry peer learning would be more benefical.,1,attended_other_format+ta_better
544,I was too busy with workloads relative to other classes.,1,busy_schedule
545,"It was not offered this course, if it was it did not show up for me",1,did_not_knew
546,Don't know about it,1,did_not_knew
547,I didn't know there was such peer learning,1,did_not_knew
548,It was not offered,1,did_not_knew
549,I was unaware of the peer learning sessions.,1,unaware_of_resource
550,I did not know about this peer learning.,1,did_not_knew
551,No time and didn’t know about them,1,no_time+did_not_knew
552,I did not find significantly challenging questions that I could not resolve by studying on my own.,1,already_understanding+prefer_self_study
553,I didn't feel like I need to.,1,did_not_need
554,I was not available.,1,schedule_conflict
555,I didn't find my attendance at peer learning to be necessary for success in this course.,1,did_not_need
556,I prefer going to TA office hours or the professor's office hours and I prefer to study by myself since I tend to get distracted in groups.,1,used_office_hours+prefer_self_study+group_distraction
557,I was not aware of what times it was open for.,1,format_uncertainty
558,"I didn't find it necessary, but in the future I will definitely attend",1,did_not_need
559,Did not feel I needed it at the time.,1,did_not_need
560,No time this quarter,1,no_time
561,I did not have the time to go.,1,no_time
562,Found it hard to fit into my schedule.,1,schedule_conflict
563,Didnt have time,1,no_time
564,I did not know about it and I also prefer to study by myself.,1,did_not_knew+prefer_self_study
565,Did not qualify,1,eligibility_confusion
566,I am not interested in peer learning.,1,other
567,I felt as though the textbook and the practice problems were sufficient for me to understanding everything and get enough practice for the exam.,1,used_online_resources+already_understanding
568,I didn't know.,1,did_not_knew
569,I was not informed that they existed.,1,communication_issues
570,I didn't know it was a thing until now.,1,did_not_knew+first_hearing
571,I did not know it was occuring,1,did_not_knew
572,I did not know this was an option. Is this like tutoring or more like office hours?,1,did_not_knew+format_uncertainty
573,I was not aware we had that option.,1,unaware_of_resource
574,I wanted to learn more prior to the exam.,1,attended_this
575,Was not needed for this class,1,did_not_need
576,I needed extra help studying for midterm 2.,1,attended_this
577,I prefer to go to office hours because it helps me learn more about my prof's style,1,used_office_hours
578,I actually did not know this resource existed until this survey.,1,first_hearing
579,I did not find the need,1,did_not_need
580,I wasn't aware that was available,1,unaware_of_resource
581,Did not need it.,1,did_not_need
582,I never really heard/ knew about it.,1,did_not_knew
583,I was not aware that it existed.,1,unaware_of_resource
584,Conflict with club meeting,1,schedule_conflict+other_commitments
585,I didn't know about the Chemistry peer learning.,1,did_not_knew
586,didn't know it existed,1,did_not_knew
587,I did not know that this resource existed.,1,did_not_knew
588,"I am able to study on my own for this course and when I need help, I go to office hours",1,prefer_self_study+used_office_hours
589,I wasn't aware of it and I had too many other classes and workload to also attend office hours and/or optional study sessions.,1,unaware_of_resource+busy_schedule+no_time
590,I did not know that was an option.,1,did_not_knew
591,"I did not know it was a resource until the previous survey, and then I forgot about it. I also didn't know where to find information about this resource aside from visiting the room in person.",1,first_hearing+forgot+communication_issues
592,"I don’t remember receiving info about it, I probably did but forgot.",1,forgot+communication_issues
593,Didn’t work with my schedule.,1,schedule_conflict
594,Not interested,1,other
595,I was unaware of the peer learning offered,1,unaware_of_resource
596,Not worth my time,1,not_helpful+no_time
597,I did not know there was a Chemistry Peer learning session.,1,did_not_knew
598,I was busy with my other activities and classes.,1,busy_schedule+other_commitments
599,n/a this question was not in this survey,1,no_response
600,"I did not know that this resource was available to assist with CHEM30BL, so I focused my efforts towards studying on mine and attending instructor + TA office hours every once in a while.",1,did_not_knew+prefer_self_study+used_office_hours
601,"There was limited capacity for the peer learning sections, so I was restricted from signing up.",1,signup_issues
602,I feel more comfortable studying by myself or with my friend group. I don't work as well in large groups or with others I do not know well.,1,prefer_self_study+used_study_groups+group_distraction
603,I attended some online office hours,1,used_office_hours
604,I don't think I ever heard of this opportunity.,1,did_not_knew
605,I was not aware of the Chemistry peer learning program,1,unaware_of_resource
606,I was not aware there was a peer learning room.,1,unaware_of_resource
607,I don't think it was necessary.,1,did_not_need
608,I had a hectic schedule that did not allow for me to attend,1,busy_schedule
609,I went to TA and LA office hours instead.,1,used_office_hours
610,i did not know about them,1,did_not_knew
611,I was not aware of Chemistry Peer Learning.,1,unaware_of_resource
612,I did not know what the Chemistry peer learning was; I did not know that was a choice for academic assistance.,1,did_not_knew
613,I couldnt make room to attend,1,schedule_conflict
614,Time overlap with other classes/clubs/commitments,1,schedule_conflict+other_commitments
615,I attend all step ups that Professor Lavelle provides,1,attended_other_format
616,Had no idea that was a thing,1,did_not_knew
617,I found the UA sessions to be extremely helpful.,1,attended_other_format+found_helpful
618,I'm a commuter student and it's really hard to plan that out because of how my school schedule is.,1,commuter_issues+schedule_conflict
619,"I did not know there was chemistry peer learning, no one ever told me.",1,did_not_knew+communication_issues
620,wasnt aware of it,1,unaware_of_resource
621,"I had a few friends and we study this course together, and also my TA and LA are helpful enough so.",1,used_study_groups+used_office_hours
622,I dont know about it,1,did_not_knew
623,I did not know there was one.,1,did_not_knew
624,I don't recall knowing about this peer learning.,1,did_not_knew
625,I had conflicting sessions for other classes.,1,schedule_conflict
626,I would never have been able to come to the sessions prepared with questions that were worth asking and would actually help me learn because I had questions about everything as I did not complete any chemistry courses before this class. It would be more effective to complete all homework first to gain a general understanding then attend a session.,1,format_uncertainty+already_understanding
627,It was not on my radar.,1,did_not_knew
628,I was unaware of a peer learning room where tutoring takes place given I am a transfer student.,1,unaware_of_resource
629,Didn't feel the need.,1,did_not_need
630,I didn’t know we had Chemistry peer learning,1,did_not_knew
631,I didn't think it was a resource I needed because I had other peers to work with on my own time and the professor and TA were able to answer most of my questions in lecture and section,1,did_not_need+used_study_groups+used_office_hours
632,I'm not in AAP so I can't do peer tutoring sessions,1,eligibility_confusion
633,I preferred to study and review on my own.,1,prefer_self_study
634,I didn't know what that is,1,did_not_knew
635,"I believe I was well supported by the office hours and lectures in this course, and felt like I had already grasped the material accurately!",1,used_office_hours+already_understanding
636,I was unaware of this Chemistry peer learning opportunity.,1,unaware_of_resource
637,I was doing peer learning through PLF in Campbell Hall.,1,attended_other_format
638,I didn't know we had them.,1,did_not_knew
639,The times conflicted with either class or my other tutoring sessions.,1,schedule_conflict
640,I did not know that existed,1,did_not_knew
641,I feel like I can teach it to myself for the most part.,1,prefer_self_study+already_understanding
642,The times for the peer learning sessions conflicted with times for other tutoring sessions I had.,1,schedule_conflict
643,I did not know about it or think I needed it.,1,did_not_knew+did_not_need
644,Didnt know,1,did_not_knew
645,I did not know this was offered.,1,did_not_knew
646,"Omg I did not know ! I would have benefitted SO much from this. I don't know if I missed the announcement or email, please have a resource on the canvas homepage because sometimes I felt on my own in this course.",1,first_hearing+communication_issues
647,I was not aware there were these peer learning rooms!,1,unaware_of_resource
648,don’t know what that is,1,did_not_knew
649,I did not know of it so I did not attend,1,did_not_knew
650,I was not aware it existed.,1,unaware_of_resource
651,"I felt that the help I had received in office hours and the study group I worked with were sufficient, but I was open to attending peer learning sessions if needed.",1,used_office_hours+used_study_groups+did_not_need
652,I wasn’t able to make any of the sessions.,1,schedule_conflict
653,I did not know it even existed.,1,did_not_knew
654,Did not align with my schedule.,1,schedule_conflict
655,"I struggled to find more information about the program and access it. Although professor DeWeese mentioned it in a class, when I tried to register for the peer advancement program, my.ucla was either down or not letting me. However, if given the opportunity and better guidance to access this resource, I would be greatly interested in using it.",1,communication_issues+signup_issues
656,I did not even know that existed,1,did_not_knew
657,I had no idea they existed,1,did_not_knew
658,I was struggling with the material more than YouTube could provide help with.,1,attended_this
659,I did not know it existed + didn't feel like I needed it,1,did_not_knew+did_not_need
660,Conflict,1,schedule_conflict
661,I was unaware of the chemistry peer learning opportunity.,1,unaware_of_resource
662,No. I did not need to,1,did_not_need
663,I was not aware of of this opportunity.,1,unaware_of_resource
664,I never thought I needed it to succeed in the class.,1,did_not_need
665,It did not fit into my schedule,1,schedule_conflict
666,I did not attend because I either had time conflicts or felt that the location was inconvenient. I also did not feel like I really needed the help.,1,schedule_conflict+location_issues+did_not_need
667,"Not, because I had my own study group! :)",1,used_study_groups
668,I was not aware that there was chemistry peer learning there.,1,unaware_of_resource
669,I did not know that was a thing,1,did_not_knew
670,I was not aware of this peer learning program.,1,unaware_of_resource
671,I had my classmates to help me,1,used_study_groups
672,I didn’t know much about the program.,1,did_not_knew
673,i didn’t know,1,did_not_knew
674,"I went to workshops and review sessions, I'm not too sure what MS3974 is referring to.",1,attended_other_format+location_issues
675,Didn't feel like I needed it.,1,did_not_need
676,Not fitting to my schedule,1,schedule_conflict
677,"I never found time to go, but I know I can do better next quarter.",1,no_time
678,I felt the UA sessions were enough.,1,attended_other_format+did_not_need
679,I think I might have been unaware of the peer learning or already was able to get help through step-up sessions and workshops.,1,did_not_knew+attended_other_format+did_not_need
680,Just never felt the need. I study fine on my own and with my friends.,1,did_not_need+prefer_self_study+used_study_groups
681,"I attended UA sessions in Young Hall,",1,attended_other_location
682,I like to stuyd independently and utilize Chemistry Community for help.,1,prefer_self_study+used_online_resources
683,I did not feel the need to attend as I was able to get help from other sources instead.,1,did_not_need+used_professor_sessions
684,I did not attend the peer learning because I prefer to use my own study methods on my own.,1,prefer_self_study
685,"I was very busy, kept forgetting, and was only confused on certain topics which I was able to clarify using the textbook or other resources.",1,busy_schedule+forgot+used_online_resources
686,"I had forgotten to take advantage of this, I feel that advertising this more to students would be beneficial. I mostly visited the step-up and workshop sessions for our course.",1,forgot+communication_issues+attended_other_format
687,I had a reasonabley busy schedule this quarter and I generally prefer to learn/study on my own and ask questions as needed. I do beleve that this opportunity could have been helpful for some topics in this course.,1,busy_schedule+prefer_self_study
688,I didn't know it was happening.,1,did_not_knew
689,I did not because I did not feel it was necessary,1,did_not_need
690,It did not fit my schedule and I was afraid of attending alone.,1,schedule_conflict+social_anxiety
691,I didnt know it existed,1,did_not_knew
692,Dirnt realise it existed,1,did_not_knew
693,"I do not think i payed attention too much on the exisitance of this class comparing to other abundant resources, UA, TA, Workshops etc.",1,did_not_knew+used_professor_sessions
694,I did not because I had a very packed schedule.,1,busy_schedule
695,"I was able to get enough help from my TA and Chemistry Community, which is an online discussion forum designed by Dr. Lavelle.",1,used_office_hours+used_online_resources
696,Textbook problems helped me a lot on practicing skills on calculations and understanding concepts. The professor's chemistry community is also very useful when I want to seek help with explanations to specific difficulties.,1,used_online_resources
697,I was unaware that this was something offered.,1,unaware_of_resource
698,I got all the help I needed through other resources.,1,did_not_need+used_professor_sessions
699,I did not know peer learning existed.,1,did_not_knew
700,I was too busy.,1,busy_schedule
701,I didn’t feel the need to get help.,1,did_not_need
702,I did not have the time,1,no_time
703,"I did not realize that those peer learning session existed, most likely because I was not paying attention when it was announced.",1,did_not_knew+forgot
704,I have no clue what that is,1,did_not_knew
705,"I was not aware of the Chemistry peer learning, I would have attended if I was told about this opportunity.",1,unaware_of_resource+communication_issues
706,"I wasn’t aware of the session; additionally, I have my own strategies for studying that I like to utilize on my own.",1,unaware_of_resource+prefer_self_study
707,Had other commitments.,1,other_commitments
708,Did fine without it,1,doing_well
709,I did not know.,1,did_not_knew
710,Never heard about it,1,did_not_knew
711,"Sometimes, I did to better understand the topic",1,attended_this
712,"Although the amount of help was fantastic if I ever needed it, I found myself being able to succeed without needing to access that particular resource.",1,did_not_need
713,I attended the UA and TA office hours instead.,1,attended_other_format+used_office_hours
714,I was too nervous to,1,social_anxiety
715,I was not aware of the Chemistry peer learning sessions,1,unaware_of_resource
716,I was intimidated to go by myself and didnt know where to fid the information,1,social_anxiety+communication_issues
717,I didn't attend because I didn't feel that it was too necessary for me.,1,did_not_need
718,i don't know,1,no_response
719,I went to other sessions and workshops which worked with my schedule a bit better.,1,attended_other_format+schedule_conflict
720,I did not think it would be beneficial to me,1,not_helpful
721,i dont qualify,1,eligibility_confusion
722,I did not think I needed to attened.,1,did_not_need
723,I was busy,1,busy_schedule
724,I commute so it’s hard to fit things other than my set classes into my schedule.,1,commuter_issues+schedule_conflict
725,I was not aware of this event.,1,unaware_of_resource
726,I'm unfamiliar with the peer learning room in MS3974 and did not have any questions for them.,1,unaware_of_resource+did_not_need
727,I feel I learn better on my own.,1,prefer_self_study
728,Never took the extra time to go,1,no_time
729,I didn't know that existed,1,did_not_knew
730,I was not aware of this,1,unaware_of_resource
731,DIDNT know they were a thing,1,did_not_knew
732,I preferred to study in smaller groups with people I knew or on my own.  Zoom was also easier for me.,1,prefer_small_groups+prefer_self_study
733,I am confident enough about my capability in succeeding in the course.,1,doing_well
734,Knew it would be helpful but never got around to actually going,1,found_helpful+too_lazy
735,I formed study groups with students instead,1,used_study_groups
736,Did not know that there was peer learning sessions held there.,1,did_not_knew
737,"The online format of discussion kind of set the tone for me this quarter in such a way that I did not feel motivated to attend in-person peer learning sessions. Also, I have been performing very well throughout the quarter, so I did not feel there was much I needed to clarify outside of class.",1,busy_schedule+doing_well
738,Couldn't fit in schedule,1,schedule_conflict
739,"Did not know about it, forgot.",1,did_not_knew+forgot
740,"It's a helpful resource, but unfortunately, I didn't have time for it.",1,found_helpful+no_time
741,Did not have the time.,1,no_time
742,I never checked the time for it.,1,format_uncertainty+too_lazy
743,I had other commitments,1,other_commitments
744,I used other resources,1,used_professor_sessions
745,I have peer learning with AAP,1,attended_other_location
746,I was not aware of it but I did download the worksheets to complete .,1,unaware_of_resource+other
747,I did not feel the need to go to the peer learning room.,1,did_not_need
748,I went to UA sessions in young hall.,1,attended_other_location
749,too far from dorms,1,location_issues
750,I do not know much about it honestly.,1,did_not_knew
751,Did not know it existed,1,did_not_knew
752,I was unaware of its timings and locations in order to attend. I may have missed the information if it was presented somewhere.,1,format_uncertainty+communication_issues
753,I did not know of its timings or location to be able to participate. I may have missed this information if it was provided in class or on the BruinLearn course website.,1,format_uncertainty+communication_issues
754,"I did not have the time to attend the learning sessions in person, only zoom.",1,no_time
755,I did not know that was there.,1,did_not_knew
756,I did not know about this resource or I would have : ),1,did_not_knew
757,I am unfamiliar with the peer learning sessions.,1,unaware_of_resource
758,I was sick,1,personal_issues
759,I often did not find the time to attend these.,1,no_time
760,I wasn't aware of this peer learning.,1,unaware_of_resource
761,I didn't know that there was such a thing.,1,did_not_knew
762,I attended other study sessions instead.,1,attended_other_format
763,Did not have time due to schedule conflicts,1,no_time+schedule_conflict
764,"Entered the room and left promptly; unsure how it was meant to work, and couldn’t tell who was “hosting” the event to ask (arrived late)",1,attended_this+format_uncertainty
765,"I don't know what that is, but I attended step up sessions instead",1,did_not_knew+attended_other_format
766,Never had time,1,no_time
767,I did not have the time.,1,no_time
768,"Wasn't really necessary for me, I was doing well in the course.",1,did_not_need+doing_well
769,I was not aware that Chemistry peer learning existed.,1,unaware_of_resource
770,I was not aware of the peer learning,1,unaware_of_resource
771,"I did not know that there was a peer learning session in MS3974, but I have gone to many UA sessions for my CHEM 14A class beforehand.",1,did_not_knew+attended_other_format
772,"I did not know there was a Chemistry peer learning in room MS3974, however I have gone to multiple UA sessions for my chemistry class.",1,did_not_knew+attended_other_format
773,"When I felt I needed a peer to work with, I asked friends in my class to help me rather than attending a scheduled session as it was simply more convenient.",1,used_study_groups
774,I didn't know there was a peer learning session,1,did_not_knew
775,didnt know it was a thing,1,did_not_knew
776,I did not attend that but I did attend the UA sessions in the YH building that was offered to students in the CHEM 14A class.,1,attended_other_location
777,Conflicted with a midterm.,1,schedule_conflict
778,Did not desire to do so,1,other
779,I did all the review worksheets instead and went to office hours.,1,used_professor_sessions+used_office_hours
780,I didn't have time and I was scared to go alone,1,no_time+social_anxiety
781,No b/c i didnt know about it,1,did_not_knew
782,I didn't really have time and forgot about it,1,no_time+forgot
783,I don't know about it,1,did_not_knew
784,I didn't know too much about it,1,did_not_knew
785,I had a schedule conflict and was busy,1,schedule_conflict+busy_schedule
786,I do not remember hearing about this.,1,did_not_knew
787,"It was something that I wasn't too aware of throughout the quarter. Besides, I never knew the best way to ensure that I understood the concepts well enough to excel on exams.",1,unaware_of_resource+format_uncertainty
788,I didnt see the need for it yet.,1,did_not_need
789,"I did not need the support for the course, but I greatly appreciate it nonetheless.",1,did_not_need
790,I wasn't aware of this material.,1,unaware_of_resource
791,I wasn't aware of peer learning for chem 14d,1,unaware_of_resource
792,I wasn't able to sign up and also work didn't permit me to attend.,1,signup_issues+other_commitments+schedule_conflict
793,I prefer studying on my own.,1,prefer_self_study
794,I attended these chemistry learning sessions to further my understanding.,1,attended_this
795,It furthered my understanding of the concepts we learned in Chemistry 14A.,1,found_helpful
796,I didn't know that it was being held.,1,did_not_knew
797,"I did attend the UA and step up sessions organized by Dr. Lavelle, but I did not know there was a specific peer learning room.",1,attended_other_format+did_not_knew
798,commuter student so didnt match my plan,1,commuter_issues+schedule_conflict
799,"I did not know it was also for a lab class, and I did not know what to ask, since the practice worksheets were odd.",1,did_not_knew+format_uncertainty
800,I didn't need to go/didn't have time.,1,did_not_need+no_time
801,"I did not have the time, nor did I know about it until later in the quarter.",1,no_time+first_hearing
802,Not enough time,1,no_time
803,i didnt have time,1,no_time
804,I didn’t want to,1,other
805,I didn't know these existed.,1,did_not_knew
806,Did not know this existed,1,did_not_knew
807,I commute and work so my schdeule didn’t align,1,commuter_issues+other_commitments+schedule_conflict
808,"Did not know about, also time wise probably could not have been able to.",1,did_not_knew+no_time
809,I utilized Office hours instead.,1,used_office_hours
810,I didn't even know it was a thing,1,did_not_knew
811,I had other peer learning sessions and never got around to it for 14Bl,1,attended_other_location+too_lazy
812,I have not hear of peer learning before for chemistry,1,did_not_knew
813,I was busy.,1,busy_schedule
814,I didn't know about it and I felt like I could study on my own.,1,did_not_knew+prefer_self_study
815,Due to schedule conflict,1,schedule_conflict
816,I have not heard of it,1,did_not_knew
817,I did but not in the MS building,1,attended_other_location
818,"N/A, wasnt sure",1,no_response
819,I couldn't make those times.,1,schedule_conflict
820,I do not know what this is.,1,did_not_knew
821,Was not aware of them,1,unaware_of_resource
822,I don’t know what it is,1,did_not_knew
823,I did not know there was any for this course,1,did_not_knew
824,I didn't find it necessary.,1,did_not_need
825,anxiety,1,social_anxiety
826,I did not know when it was,1,format_uncertainty
827,I didn't feel any need to.,1,did_not_need
828,I did not know about peer learning.,1,did_not_knew
829,I did not attend the chemistry peer learning because I did not know that existed.,1,did_not_knew
830,"I heard about this Chemistry peer learning and saw the schedule for it on google sheets, but I never knew the location/feel like it wasn’t indicated somewhere.",1,did_not_knew+location_issues+communication_issues
831,I did not know there was peer learning in that room,1,did_not_knew
832,I did not know what it was or where it was offered.,1,did_not_knew+location_issues
833,Did not see much need.,1,did_not_need
834,"Never remembered, too hard to find hours",1,forgot+location_issues
835,Didn’t know it was available thought it was only for aap,1,did_not_knew+eligibility_confusion
836,Not sure where this is or what this is,1,did_not_knew+location_issues
837,I did not have any time to,1,no_time
838,i was not aware of them.,1,unaware_of_resource
839,work,1,other_commitments
840,I wasn’t aware of it,1,unaware_of_resource
841,I dont knwo what that is,1,did_not_knew
842,"I am very busy, I work two jobs on top of school and I also lead several clubs",1,busy_schedule+other_commitments
843,I did not sign up for it as it did not fit into my schedule.,1,signup_issues+schedule_conflict
844,I typically study/learn better on my own.,1,prefer_self_study
845,I did not know this was available,1,did_not_knew
846,I didn't know it was a resource I could use,1,did_not_knew
847,time,1,no_time
848,It helped me a lot to understand the concepts better.,1,found_helpful
849,I wasn’t assigned to attend,1,other
850,N/a,1,no_response
851,Wanted to but didn’t fit my schedule!,1,schedule_conflict
852,"Schedules did not work out, and I was able to get help from TAs and my friends",1,schedule_conflict+used_office_hours+used_study_groups
853,I feel like the content wasn’t that hard.,1,already_understanding
854,I was unable to make time for it because of my class schedule. Also if it is mentioned in emails it should be moved higher up so it is the first thing I see when opening them.,1,schedule_conflict+communication_issues
855,Didn't feel the need to ask for extra help.,1,did_not_need
856,I did not attend because I did not feel the need to as I felt comfortable enough with the content of the course.,1,did_not_need+already_understanding
857,I did not know about the peer learning.,1,did_not_knew
858,Did not necessarily feel the need to.,1,did_not_need
859,I love it there,1,found_helpful
860,I didn't feel like I needed to,1,did_not_need
861,I didn't know about the peer learning,1,did_not_knew
862,I wasn't aware of the peer learning.,1,unaware_of_resource
863,I didn’t know it exisited,1,did_not_knew
864,No need to attend,1,did_not_need
865,I was studying for another class.,1,schedule_conflict
866,I don't even know what that is,1,did_not_knew
867,I didn't attend the peer learning because of the schedule comflict,1,schedule_conflict
868,waste of time,1,not_helpful+no_time
869,I wasn’t aware this was a resource.,1,unaware_of_resource
870,I didn't know it was an option,1,did_not_knew
871,I did not know when/where it was.,1,format_uncertainty
872,was unaware it was happening,1,unaware_of_resource
873,I never knew about it.,1,did_not_knew
874,-,1,no_response
875,I feel like I didn't need the peer learning because I want to give more time so I could study more by myself.,1,did_not_need+prefer_self_study
876,I feel pretty good about my chemistry ability,1,doing_well
877,DId not hear about it,1,did_not_knew
878,I felt I understood the material well enough already.,1,already_understanding
879,I do not know what peer learning is.,1,did_not_knew
880,I do not know what this is in reference to.,1,did_not_knew
881,"I did once as I had a content question, but they hadn’t taken the course I was in before so it wasn’t the most helpful.",1,attended_this+ineffective_past
882,I was pretty busy this quarter,1,busy_schedule
883,I went for a content question but the tutor hadn't taken the course so it wasn’t the most helpful.,1,attended_this+ineffective_past
884,Wasn't aware of it,1,unaware_of_resource
885,I didn’t know what that was,1,did_not_knew
886,Did not hear about it,1,did_not_knew
887,I didn’t think i needed it.,1,did_not_need
888,"I was not aware of it. However, even if I was I probably wouldn't have attended because I felt very comfortable with the material.",1,unaware_of_resource+already_understanding
889,I didn’t attend the chemistry peer learning room in MS3974 because I didn’t know about it and I believe i know these materials quite well without needing to reach out for extra help.,1,did_not_knew+already_understanding
890,I didn’t know about this.,1,did_not_knew
891,didn't hear about the peer learning,1,did_not_knew
892,"I have not heard of that, I was able to get all my questions answered during lecture, office hours, or e-mail",1,did_not_knew+used_office_hours
893,I am doing good without any external help,1,doing_well
894,I had other options,1,used_professor_sessions
895,I didn't know of it and don't really have time in my schedule,1,did_not_knew+no_time+schedule_conflict
896,I didn't know about when the Chemistry peer learning program is and I felt office hours might be more effective as getting my questions answered.,1,did_not_knew+used_office_hours+ta_better
897,I did not feel the need to attend.,1,did_not_need
898,Dont have time,1,no_time
899,Not sure,1,no_response
900,don't need it,1,did_not_need
901,I didn't know that was a resource available to me.,1,did_not_knew
902,Wasn't aware of this opportunity.,1,unaware_of_resource
903,didn't know it happened,1,did_not_knew
904,I just haven't had the time to go.,1,no_time
905,I didn't know that was thing.,1,did_not_knew
906,"Never heard of it, also don't feel that I would need it.",1,did_not_knew+did_not_need
907,I didn't feel the need to. I tend to study better and learn beter when I am able explain the quesitons myself,1,did_not_need+prefer_self_study
908,I didn't have time to go,1,no_time
909,I did not know there was a peer learning room.,1,did_not_knew
910,The professors office hours are very helpful as he takes the time to further explain difficult concepts and helps naviagte a handful of challenging problems from the homework,1,used_office_hours+ta_better
911,I receive peer learning through athletics,1,attended_other_location
912,I was tired after classes and just wanted to go back to the dorms,1,too_lazy+no_time
913,I couldn't fit it in my schedule,1,schedule_conflict
914,I was unaware of the tutoring offered.,1,unaware_of_resource
915,I study better alone usually,1,prefer_self_study
916,I do not remember hearing about the peer learning event.,1,did_not_knew
917,I was not aware that chemistry peer learning was available,1,unaware_of_resource
918,I didn't want to,1,other
919,I did not feel I needed this,1,did_not_need
920,I did not feel the need to as I felt I had a good understanding of concepts while doing my assignments and studying,1,did_not_need+already_understanding
921,I did not really now about it,1,did_not_knew
922,Have to review other courses.,1,schedule_conflict
923,Didn’t know it existed,1,did_not_knew
924,too lazy,1,too_lazy
925,"I was not aware it was offered. I did however attend multiple TA office hours, professor office hours, and multiple on campus chemistry tutoring sessions.",1,unaware_of_resource+used_office_hours+used_other_tutoring
926,I was unaware of Chemistry peer learning.,1,unaware_of_resource
927,I didn't know it was a thing.,1,did_not_knew
928,"It was convenient since most of my classes were close to MS3974, and I also liked to go there for Math help as well",1,found_helpful
929,Wasn’t aware of it,1,unaware_of_resource
930,I didn’t need it because I felt I understood everything.,1,did_not_need+already_understanding
931,I don't feel the need to,1,did_not_need
932,I didn't know about it!,1,did_not_knew
933,Was not able to attend because I had class.,1,schedule_conflict
934,Did not feel the need to attend peer learning,1,did_not_need
935,Unable,1,no_response
936,Didn't think I needed it,1,did_not_need
937,Didn't need it,1,did_not_need
938,I did not know about it as well as I should have,1,did_not_knew
939,My schedule was too busy and I did not have time for it due to work,1,busy_schedule+other_commitments+no_time
940,I did not have time due to work,1,no_time+other_commitments
941,I never ended up going to the peer learning room,1,too_lazy
942,I study better alone,1,prefer_self_study
943,I wasn’t aware of it.,1,unaware_of_resource
944,Did not see a need for it as I understood all the material,1,did_not_need+already_understanding
945,"I took AP Chemistry in high school and didn't realize I could skip the class with the credit, so I knew most of the material already and didn't need the peer learning.",1,already_understanding+did_not_need
946,I didnt know about it.,1,did_not_knew
947,I did not know it was an option available to me.,1,did_not_knew
948,Didn't really know,1,did_not_knew
949,I did not know this was happening.,1,did_not_knew
950,i did not know of its existence,1,did_not_knew
951,Did not know of it,1,did_not_knew
952,Was not aware of this resource.,1,unaware_of_resource
953,Wasn't aware,1,unaware_of_resource
954,N,1,no_response
955,i didn't know there was a room,1,did_not_knew
956,I didn't know it was there,1,did_not_knew
957,"I had a conflict with something else going on in my personal life, hence the reason I could not attend. My apologies.",1,schedule_conflict+personal_issues
958,Don’t know about it,1,did_not_knew
959,I didn't think it was necessary to help me understand the content.,1,did_not_need
960,I have a lot of friends who are also taking this class and so we studied separately together.,1,used_study_groups
